run,cold_start_ratio,loss_rate
0,0.0925362698828876,85.65551839464882
1,0.0881753840842396,87.29765886287625
2,0.09447148817802503,86.1304347826087
3,0.09172661870503597,85.06020066889631
4,0.08770646038051433,86.66889632107024
