run,cold_start_ratio,loss_rate
0,0.0678336209629134,57.30769230769231
1,0.0693000693000693,58.147157190635454
2,0.06378442611491682,57.90969899665552
3,0.06841517077600055,57.57190635451505
4,0.06917910707450325,57.76588628762542
