run,cold_start_ratio,loss_rate
0,0.15885379952065418,76.07357859531773
1,0.15541033751607633,76.96321070234114
2,0.15669305189094107,76.25752508361204
3,0.16070989281321385,75.65886287625418
4,0.15674582417965616,76.83277591973244
