run,cold_start_ratio,loss_rate
0,0.055419836672017865,57.49832775919732
1,0.056609685617797584,57.99665551839465
2,0.05648144885662944,56.88294314381271
3,0.05533624454148472,57.69230769230769
4,0.05646098067513816,57.15719063545151
