run,cold_start_ratio,loss_rate
0,0.14512154628545465,79.09515859766277
1,0.14132777198470628,79.87979966611019
2,0.14012982718713562,79.94991652754591
3,0.1459588595921092,78.6677796327212
4,0.1390549662487946,79.56427378964942
5,0.14093304023168987,79.7746243739566
6,0.14166068018152192,79.30217028380635
7,0.1419053732845221,79.95325542570951
8,0.14440211380115522,78.7779632721202
9,0.14577203306711503,78.6661101836394
