run,cold_start_ratio,loss_rate
0,0.1644342123622157,68.38461538461539
1,0.16255794353139486,69.17391304347827
2,0.16569241475295754,69.42140468227424
3,0.15940306853528116,67.34782608695652
4,0.16234427092472364,68.48494983277592
