run,cold_start_ratio,loss_rate
0,0.15461693688678588,65.15384615384616
1,0.1585811713421922,64.5886287625418
2,0.15774706432505456,66.18060200668896
3,0.1569765409222809,64.91638795986623
4,0.15690735361030417,65.26421404682274
